Verkehrsrichtung;Jahr;Periode;Periode_txt;Warengruppe_CPA;Kettenindex_nominal;Kettenindex_Durchschnittswert;Kettenindex_real;Index_nominal_Vorjahr;Index_Durchschnittswert_Vorjahr;Index_real_Vorjahr;Index_nominal_Vorperiode;Index_Durchschnittswert_Vorperiode;Index_real_Vorperiode;Stand;Aktualisierungsdatum
E;2020;27;4. Quartal;10891;112.5439682006836;95.3812484741211;117.99381256103516;97.94603729248047;103.35059356689453;94.77066040039062;97.67053985595703;102.85188293457031;94.96232604980469;def;2026-09-10T00:00:00.000+02:00
E;2020;28;1. Halbjahr;10891;116.40129852294922;92.82431030273438;125.39958953857422;99.47208404541016;97.582275390625;101.93663024902344;;;;def;2026-09-10T00:00:00.000+02:00
E;2020;29;2. Halbjahr;10891;113.88607025146484;93.79976654052734;121.41402435302734;99.20551300048828;101.73310852050781;97.51546478271484;99.20551300048828;101.73310852050781;97.51546478271484;def;2026-09-10T00:00:00.000+02:00
E;2021;1;Januar;10891;99.72869873046875;85.4969711303711;116.64588928222656;91.12146759033203;93.83609771728516;97.10704803466797;98.0665283203125;89.27241516113281;109.85087585449219;def;2026-09-10T00:00:00.000+02:00
E;2021;2;Februar;10891;120.72376251220703;89.39037322998047;135.05230712890625;98.05103302001953;93.0062255859375;105.42415618896484;121.05217742919922;104.55384826660156;115.77974700927734;def;2026-09-10T00:00:00.000+02:00
E;2021;3;März;10891;132.05226135253906;95.42655181884766;138.3810577392578;108.45556640625;104.97234344482422;103.31822967529297;109.38381958007812;106.75260162353516;102.46478271484375;def;2026-09-10T00:00:00.000+02:00
E;2021;4;April;10891;103.3872299194336;92.70426177978516;111.52371215820312;91.03852081298828;98.31531524658203;92.59851837158203;78.29265594482422;97.1472396850586;80.59175109863281;def;2026-09-10T00:00:00.000+02:00
E;2021;5;Mai;10891;103.93319702148438;90.32036590576172;115.07171630859375;91.6822738647461;99.22618865966797;92.39725494384766;100.528076171875;97.4284896850586;103.18138885498047;def;2026-09-10T00:00:00.000+02:00
E;2021;6;Juni;10891;112.04564666748047;99.39958953857422;112.72244262695312;95.63894653320312;104.24742126464844;91.74226379394531;107.80545043945312;110.05224609375;97.95842742919922;def;2026-09-10T00:00:00.000+02:00
E;2021;7;Juli;10891;112.90900421142578;90.14786529541016;125.24867248535156;96.71139526367188;99.64527893066406;97.05567932128906;100.77054595947266;90.69239044189453;111.11245727539062;def;2026-09-10T00:00:00.000+02:00
E;2021;8;August;10891;100.08412170410156;88.6675796508789;112.87566375732422;93.07413482666016;91.92911529541016;101.24554443359375;88.64139556884766;98.3579330444336;90.12124633789062;def;2026-09-10T00:00:00.000+02:00
E;2021;9;September;10891;120.1036605834961;92.83782196044922;129.36932373046875;98.92851257324219;100.81611633300781;98.12767791748047;120.00271606445312;104.70323181152344;114.61223602294922;def;2026-09-10T00:00:00.000+02:00
E;2021;10;Oktober;10891;97.13225555419922;87.83073425292969;110.59027862548828;85.9012451171875;93.17410278320312;92.19434356689453;80.87368774414062;94.60663604736328;85.48416137695312;def;2026-09-10T00:00:00.000+02:00
E;2021;11;November;10891;120.06077575683594;95.69705200195312;125.45922088623047;97.71951293945312;102.37923431396484;95.44857025146484;123.60546112060547;108.95622253417969;113.445068359375;def;2026-09-10T00:00:00.000+02:00
E;2021;12;Dezember;10891;101.52167510986328;90.41483306884766;112.28431701660156;99.82962036132812;94.40744018554688;105.74337768554688;84.5585708618164;94.48027038574219;89.4986572265625;def;2026-09-10T00:00:00.000+02:00
